عبارت,فرکانس کل,تعداد پرونده‌ی متمایز,دسته‌ی پیشنهادی,نزدیک‌ترین واژه‌ی موجود (امتیاز),پیشنهاد نهایی
زوجیت دائم,104,96,concept,ازدواج (0.69),واژه‌ی جدید
اثبات ادعای,102,96,object,دلایل اثبات دعوی (0.85),واژه‌ی جدید
آراء,121,96,object,رأی (0.78),واژه‌ی جدید
صورت نگرفته,113,96,concept,غیرمستند (0.69),واژه‌ی جدید
متنازع,120,96,concept,غیرقابل اثبات (0.71),واژه‌ی جدید
سال از,125,96,role,مضمون (0.62),واژه‌ی جدید
اینک,106,96,object,عین (0.58),واژه‌ی جدید
دادسرای عمومی,194,96,concept,دادرسی (0.71),واژه‌ی جدید
نیاز به,112,96,concept,نیاز (0.83),واژه‌ی جدید
هفتم,167,96,object,هفتگی (0.66),واژه‌ی جدید
ویژه,126,96,role,گروه خاص (0.78),واژه‌ی جدید
خواسته مشاوره,96,96,action,مشاوره (0.84),واژه‌ی جدید
مشاعی,236,96,object,مشاع (0.83),واژه‌ی جدید
احد از,136,96,concept,شخص (0.60),واژه‌ی جدید
جمیع اوراق,103,96,object,اوراق قرضه (0.66),واژه‌ی جدید
نماید ابراز,96,96,action,تحریر اظهارات (0.66),واژه‌ی جدید
بشرح دادخواست,113,95,object,دادخواست (0.81),واژه‌ی جدید
استشهادیه,136,95,action,استشهاد (0.87),واژه‌ی جدید
در ما,109,95,principle,طبق قانون (0.57),واژه‌ی جدید
بدواً,111,95,concept,عده (0.61),واژه‌ی جدید
مبتنی,115,95,role,وابسته (0.67),واژه‌ی جدید
تعرفه قانونی,104,95,object,هزینه‌های قانونی (0.83),واژه‌ی جدید
این مورد,112,95,concept,شخص (0.66),واژه‌ی جدید
اینکه وکیل,104,95,role,وکیل (0.80),واژه‌ی جدید
که توسط,107,95,principle,طبق قانون (0.64),واژه‌ی جدید
تکالیف,143,95,concept,صلاحیت (0.67),واژه‌ی جدید
سوابق,143,95,concept,سابقه حقوقی (0.66),واژه‌ی جدید
اظهار نظر,124,95,role,صاحب‌نظر (0.77),واژه‌ی جدید
وکیل محترم,146,95,role,وکیل (0.80),واژه‌ی جدید
به ایشان,122,95,role,موصی له (0.70),واژه‌ی جدید
می رسد,105,95,object,رسید (0.80),واژه‌ی جدید
به تحمل,178,95,concept,تحمل مسئولیت (0.76),واژه‌ی جدید
پرداختی,127,95,action,پرداخت (0.94),alias پیشنهادی برای «پرداخت»
قرار می,117,95,action,قرار (0.77),واژه‌ی جدید
موضوع پرونده,118,95,object,پرونده (0.84),واژه‌ی جدید
به تحویل,178,95,action,تحویل حکم (0.78),واژه‌ی جدید
بدهد,129,95,action,بذل (0.71),واژه‌ی جدید
واحد آپارتمان,170,95,role,واحد دادگستری (0.77),واژه‌ی جدید
معاشرت,173,95,concept,وضعیت اجتماعی (0.62),واژه‌ی جدید
ندارد،,100,95,action,عدم حضور (0.65),واژه‌ی جدید
در مرجع,108,95,action,ارجاع (0.67),واژه‌ی جدید
فسخ نکاح,561,95,action,فسخ (0.83),واژه‌ی جدید
تجدیدنظرخواه دلیل,95,95,concept,تجدیدنظر (0.78),واژه‌ی جدید
رأی حضوری,96,95,object,رأی (0.76),واژه‌ی جدید
نیافته,105,94,concept,غیرمستقل (0.61),واژه‌ی جدید
افزایش,181,94,concept,پیشرفت (0.67),واژه‌ی جدید
مشهود,125,94,object,مشاع (0.67),واژه‌ی جدید
موکل را,125,94,role,موصی له (0.63),واژه‌ی جدید
ادعای خود,98,94,concept,ادعا (0.84),واژه‌ی جدید
جهت اثبات,105,94,concept,ثبوت (0.80),واژه‌ی جدید
در حکم,108,94,object,حکم (0.81),واژه‌ی جدید
مثبت,114,94,action,ایجاب (0.75),واژه‌ی جدید
موعد,136,94,action,تقویم (0.70),واژه‌ی جدید
شروط ضمن,183,94,concept,شرط (0.76),واژه‌ی جدید
ابطال سند,212,94,action,فسخ (0.74),واژه‌ی جدید
نقض می,98,94,action,نقض (0.85),واژه‌ی جدید
بوده اند,109,94,concept,عده (0.66),واژه‌ی جدید
مهریه را,135,94,object,ارثیه (0.65),واژه‌ی جدید
دادگاه نظر,99,94,concept,نظر دادگاه (0.87),واژه‌ی جدید
حسب محتویات,100,94,principle,طبق قانون (0.75),واژه‌ی جدید
ممکن است,112,94,concept,مظنه (0.67),واژه‌ی جدید
اطلاع از,130,94,action,استعلام (0.79),واژه‌ی جدید
به اخذ,119,94,action,گرفتن (0.83),واژه‌ی جدید
احمد,112,94,object,وام (0.57),واژه‌ی جدید
پرداخت خسارات,114,94,action,جبران خسارت (0.85),واژه‌ی جدید
حقیقت,116,94,concept,حق (0.75),واژه‌ی جدید
ماده واحده,139,94,role,واحد حقوقی (0.74),واژه‌ی جدید
گسیختن,94,94,concept,لغزش (0.63),واژه‌ی جدید
ابلاغ رأی,124,94,object,رأی (0.75),واژه‌ی جدید
آپارتمان به,148,94,object,شماره املاک (0.63),واژه‌ی جدید
آن صحیح,94,94,role,صاحب‌حق (0.68),واژه‌ی جدید
عملیات,162,93,action,تصرف (0.67),واژه‌ی جدید
دادرسی با,102,93,concept,دادرسی (0.84),واژه‌ی جدید
قانونی بوده,106,93,concept,قانونی بودن (0.89),alias پیشنهادی برای «قانونی بودن»
فرجامخواسته,173,93,action,فرجام (0.72),واژه‌ی جدید
خدشه ای,102,93,concept,ضایعه (0.74),واژه‌ی جدید
تحت عنوان,106,93,principle,طبق قانون (0.70),واژه‌ی جدید
است فلذا,102,93,principle,طبق قانون (0.58),واژه‌ی جدید
وکیل طبق,105,93,principle,طبق قانون (0.77),واژه‌ی جدید
در مورخ,176,93,principle,طبق قانون (0.64),واژه‌ی جدید
ودر,116,93,principle,طبق قانون (0.54),واژه‌ی جدید
وکیل در,104,93,role,وکیل (0.87),واژه‌ی جدید
یا خیر,141,93,concept,صالح بودن (0.55),واژه‌ی جدید
خواهان می,103,93,object,طلب (0.76),واژه‌ی جدید
صادره غیابی,96,93,concept,غیابی (0.76),واژه‌ی جدید
حدی,110,93,concept,حد (0.90),alias پیشنهادی برای «حد»
رابعاً,104,93,concept,ادله اربعه (0.61),واژه‌ی جدید
به تجویز,98,93,action,پیشنهاد (0.79),واژه‌ی جدید
مجتمع,117,93,principle,محیط (0.69),واژه‌ی جدید
مذکور از,101,93,principle,لحاظ (0.66),واژه‌ی جدید
رسمی به,105,93,concept,رسمیت (0.71),واژه‌ی جدید
عرفی,134,93,concept,عرف (0.83),واژه‌ی جدید
سیصد,145,93,role,قاصد (0.59),واژه‌ی جدید
چهل,137,92,concept,خمس (0.60),واژه‌ی جدید
سه ماه,113,92,concept,ثلث (0.62),واژه‌ی جدید
ایام زندگی,179,92,concept,احوال (0.58),واژه‌ی جدید
اعتراض موجه,92,92,action,اعتراض (0.83),واژه‌ی جدید
بلحاظ عدم,110,92,action,عدم حضور (0.68),واژه‌ی جدید
دهم,157,92,role,شخص ثالث (0.58),واژه‌ی جدید
وانقلاب,105,92,action,تغییر (0.63),واژه‌ی جدید
عمومی وانقلاب,105,92,object,حق‌التحریر (0.65),واژه‌ی جدید
اقامت,210,92,object,عقد اجاره (0.60),واژه‌ی جدید
بررسی اوراق,102,92,action,بررسی (0.77),واژه‌ی جدید
خواهان دعوی,163,92,role,اصحاب دعوی (0.87),واژه‌ی جدید
بنا بر,110,92,principle,طبق قانون (0.76),واژه‌ی جدید
قطع نظر,97,92,action,تجدید نظر (0.68),واژه‌ی جدید
قرار گیرد,105,92,action,وضع (0.73),واژه‌ی جدید
طلاق از,122,92,concept,طلاق (0.88),alias پیشنهادی برای «طلاق»
زوجه نیز,113,92,action,مرافقه (0.63),واژه‌ی جدید
ها به,124,92,concept,هبه (0.70),واژه‌ی جدید
باقیمانده,131,92,concept,مؤجل (0.66),واژه‌ی جدید
باعث,114,92,concept,سبب (0.86),واژه‌ی جدید
از سال,146,92,role,مضمون (0.60),واژه‌ی جدید
درباره,146,92,concept,خارج از موضوع (0.73),واژه‌ی جدید
پسر,120,92,role,کودک (0.75),واژه‌ی جدید
مسلم است,97,92,concept,شخص (0.62),واژه‌ی جدید
کمتر,113,92,concept,کاهش (0.79),واژه‌ی جدید
در انجام,133,92,action,طی آگهی (0.73),واژه‌ی جدید
نفقه از,129,92,concept,نفقه (0.81),واژه‌ی جدید
آید,104,92,object,رسید (0.67),واژه‌ی جدید
بودند,145,92,concept,عده (0.66),واژه‌ی جدید
می‌دهد,144,92,role,وام‌دهنده (0.69),واژه‌ی جدید
معترض‌عنه,115,92,action,اعتراض (0.82),واژه‌ی جدید
مستندات آن,92,92,object,مستندات (0.84),واژه‌ی جدید
از ازدواج,141,92,concept,ازدواج (0.84),واژه‌ی جدید
بر همین,99,91,principle,طبق قانون (0.63),واژه‌ی جدید
جامع اوراق,100,91,object,اوراق قرضه (0.69),واژه‌ی جدید
امده,164,91,object,رسید (0.78),واژه‌ی جدید
بخواسته صدور,102,91,action,صادر کردن حکم (0.75),واژه‌ی جدید
یک سال,130,91,object,واحد پول (0.64),واژه‌ی جدید
طلاق با,120,91,concept,طلاق (0.87),واژه‌ی جدید
درحالی,114,91,action,طی روند دادرسی (0.67),واژه‌ی جدید
اخطاریه,121,91,action,اخطار (0.89),alias پیشنهادی برای «اخطار»
موکلین,243,91,action,توکیل (0.55),واژه‌ی جدید
به پرونده,106,91,object,پرونده (0.82),واژه‌ی جدید
دادگستری شهرستان,105,91,role,واحد دادگستری (0.75),واژه‌ی جدید
بین زوجین,113,91,concept,ازدواج (0.67),واژه‌ی جدید
با هیچیک,91,91,concept,بی‌دلیل (0.64),واژه‌ی جدید
ای از,107,91,concept,خارج از موضوع (0.62),واژه‌ی جدید
امضای,123,91,action,امضاء (0.98),alias پیشنهادی برای «امضاء»
شش ماه,120,91,concept,دوره محکومیت (0.55),واژه‌ی جدید
زیرا اولاً,96,91,concept,علت (0.63),واژه‌ی جدید
محکومیت زوج,121,91,concept,محکومیت (0.79),واژه‌ی جدید
قانون اصلاح,126,91,action,اصلاح ذات‌البین (0.69),واژه‌ی جدید
بر رد,102,91,action,رد (0.80),واژه‌ی جدید
ملک را,132,91,action,ورود به ملک (0.66),واژه‌ی جدید
علت عدم,105,91,concept,علت (0.76),واژه‌ی جدید
حیدری,122,91,action,عید (0.53),واژه‌ی جدید
کارهای,211,90,object,شغل (0.74),واژه‌ی جدید
پرداخت نموده,114,90,action,پرداخت (0.84),واژه‌ی جدید
مشعر,129,90,role,محيل (0.59),واژه‌ی جدید
مجموع اوراق,91,90,object,اوراق بهادار (0.64),واژه‌ی جدید
مغایر با,101,90,concept,مغایرت (0.83),واژه‌ی جدید
بطلان دعوای,103,90,concept,بطلان (0.76),واژه‌ی جدید
رأی در,101,90,object,رأی (0.89),alias پیشنهادی برای «رأی»
تقدیم دادگاه,111,90,action,ورود به دادگاه (0.79),واژه‌ی جدید
در شرح,96,90,action,طی آگهی (0.66),واژه‌ی جدید
استناد قسمت,92,90,action,ارجاع (0.71),واژه‌ی جدید
تقابل,385,90,concept,تراضی (0.68),واژه‌ی جدید
جریان پرونده,94,90,action,طی روند دادرسی (0.83),واژه‌ی جدید
چک به,157,90,object,چک (0.85),واژه‌ی جدید
به مرجع,108,90,action,ارجاع (0.72),واژه‌ی جدید
درصد,212,90,concept,نسبت (0.67),واژه‌ی جدید
کارشناس رسمی,112,90,concept,شخص حقیقی (0.68),واژه‌ی جدید
جز,100,90,concept,جزيه (0.87),واژه‌ی جدید
اعتراض موجهی,91,90,action,اعتراض (0.82),واژه‌ی جدید
به اجرای,110,90,concept,زمان اجرا (0.72),واژه‌ی جدید
نمی توان,105,90,concept,غیرممکن (0.82),واژه‌ی جدید
پدرش,140,90,role,والدین (0.69),واژه‌ی جدید
دلایلی که,91,90,concept,علت (0.78),واژه‌ی جدید
نظریه پزشکی,154,90,concept,نظریه مشورتی (0.69),واژه‌ی جدید
می‌کند,175,90,concept,شخص (0.67),واژه‌ی جدید
حاضر نشده,92,89,action,عدم حضور (0.84),واژه‌ی جدید
تشکیل گردیده,102,89,action,تأسیس (0.70),واژه‌ی جدید
خواسته در,105,89,object,طلب (0.76),واژه‌ی جدید
بعلاوه,107,89,object,تبصره (0.64),واژه‌ی جدید
معرفی نموده,104,89,action,پیشنهاد (0.69),واژه‌ی جدید
بنابر,112,89,role,نایب (0.51),واژه‌ی جدید
صادرواعلام,102,89,action,استعلام (0.70),واژه‌ی جدید
خواهانها,269,89,object,طلب (0.71),واژه‌ی جدید
مدنی،,126,89,principle,حقوق مدنی (0.72),واژه‌ی جدید
به جمیع,92,89,concept,عده (0.64),واژه‌ی جدید
نگردید,106,89,concept,غیرمستند (0.57),واژه‌ی جدید
اذعان,101,89,concept,اذن (0.75),واژه‌ی جدید
را نسبت,102,89,concept,نسبت (0.81),واژه‌ی جدید
موجبی برای,92,89,concept,سبب (0.75),واژه‌ی جدید
دعوی مطالبه,109,89,concept,دعوی (0.86),واژه‌ی جدید
